Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S19090000019,05/21/2014,4180,Smokin' Joe's #10 Tobacco and Liquor,480 7TH AVE,MARION,52302,POINT (-91.605094 42.033366),57,Linn,1022100,TEQUILA,395,Proximo,89199,Jose Cuervo Especial Reposado Square,12,375,5.50,8.25,1,8.25,0.38,0.10
S21035400010,09/04/2014,4948,Wheatland Day Break,102 W HWY 30,WHEATLAND,52777,POINT (-90.841518 41.82906),23,Clinton,1031080,VODKA 80 PROOF,260,Diageo Americas,37996,Smirnoff Vodka 80 Prf,12,750,8.25,12.38,3,37.14,2.25,0.59
S05805900033,05/30/2012,4046,J and K Market,113 W VANBUREN,CENTERVILLE,52544,POINT (-92.874795 40.734946),04,Appanoose,1081230,WHITE CREME DE CACAO,434,Luxco-St Louis,78866,Paramount Creme De Cacao/white,12,750,4.58,6.88,1,6.88,0.75,0.20
S10241700018,01/24/2013,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE ARMY POST RD,DES MOINES,50315,POINT (-93.602372 41.526289),77,Polk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,20247,Old Crow,12,"1,000",4.63,6.95,12,83.40,12.00,3.17
S28555700145,10/19/2015,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1081700,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77487,Tortilla Gold Dss,12,"1,000",4.51,6.77,24,162.48,24.00,6.34
S05710900003,05/24/2012,4484,JEFF'S MARKET / WEST LIBERTY,200 E 3RD,WEST LIBERTY,52776,POINT (-91.26158700000002 41.569916),70,Muscatine,1031080,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,"1,750",6.92,10.38,6,62.28,10.50,2.77
S06556200009,07/12/2012,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85,Story,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,"1,750",9.70,14.92,24,358.08,42.00,11.10
S10975400039,03/07/2013,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,,82,Scott,1012200,SCOTCH WHISKIES,55,Sazerac North America,8827,Lauder's,12,"1,000",6.13,9.20,12,110.40,12.00,3.17
S08795100009,11/06/2012,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,,82,Scott,1042100,IMPORTED DRY GINS,35,"Bacardi U.S.A., Inc.",28233,Bombay Sapphire Gin,12,"1,000",17.61,26.41,12,316.92,12.00,3.17
S13777800053,08/07/2013,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,Linn,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57120,Chi-Chi's Long Island Iced Tea,6,"1,750",6.49,9.74,6,58.44,10.50,2.77
S19072600067,05/20/2014,4604,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,POINT (-93.035654 41.699173),50,Jasper,1081317,GRAPE SCHNAPPS,65,Jim Beam Brands,82636,Dekuyper Grape Pucker Schnapps,12,750,6.30,9.45,1,9.45,0.75,0.20
S23007200021,12/17/2014,3986,Siouxland Beverage,1203 5 ST,SIOUX CITY,51101,POINT (-96.394671 42.495324),97,Woodbury,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,"3,000",29.72,44.58,2,89.16,6.00,1.59
S20938100111,08/29/2014,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,Linn,1012210,SINGLE MALT SCOTCH,420,"Moet Hennessy USA, Inc.",4096,Ardbeg 10 Yr Islay Single Malt Scotch,6,750,25.98,38.97,3,116.91,2.25,0.59
S18035500022,03/24/2014,4228,Fareway Stores #462 / Vinton,501 A AVE,VINTON,52349,POINT (-92.025603 42.166166),06,Benton,1081010,AMERICAN AMARETTO,434,Luxco-St Louis,76486,Paramount Amaretto,12,750,3.38,5.07,12,60.84,9.00,2.38
S14596100026,09/17/2013,4812,Liquor Beer & Tobacco Outlet / Charl,1908 CLARK ST,CHARLES CITY,50616,POINT (-92.661881 43.05913400000001),34,Floyd,1031080,VODKA 80 PROOF,55,Sazerac North America,35318,Barton Vodka,6,"1,750",6.92,10.38,6,62.28,10.50,2.77
S09240600242,12/03/2012,4839,DS Services LLC,87 8th ST N,Northwood,50459,POINT (-93.220898 43.444481),98,Worth,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43386,Castillo Silver Rum,12,750,4.16,6.24,4,24.96,3.00,0.79
S28355200009,10/08/2015,2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,POINT (-92.455796 42.517182),07,Black Hawk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,"1,750",9.45,14.68,6,88.08,10.50,2.77
S23067400106,12/19/2014,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,,07,Black Hawk,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64866,Fireball Cinnamon Whiskey,12,750,8.98,13.47,6,80.82,4.50,1.19
S27390500011,08/18/2015,4070,Grieder Beverage Depot,708  13TH ST,BELLE PLAINE,52208,POINT (-92.278 41.897054),06,Benton,1071100,AMERICAN COCKTAILS,421,"Sazerac Co., Inc.",59231,Ice Box Mudslide,6,"1,750",5.76,9.14,2,18.28,3.50,0.92
S28897300002,11/05/2015,4974,Super Stop  SE 14th,"727, SE  14TH ST",DES MOINES,50317,POINT (-93.596783 41.581689),77,Polk,1062310,SPICED RUM,260,Diageo Americas,43333,Captain Morgan Spiced Rum Pet,48,200,2.50,3.75,48,180.00,9.60,2.54
S23267700028,12/30/2014,4068,Sa Petro Mart,136  1ST ST,WEST DES MOINES,50265,POINT (-93.703344 41.570743),77,Polk,1052010,IMPORTED GRAPE BRANDIES,389,REMY COINTREAU USA         .,49189,Remy Martin Vsop Cognac,24,200,5.42,8.13,3,24.39,0.60,0.16
S11066300004,03/13/2013,4346,Roy's Foodland,105 PEARL ST,SHELLSBURG,52332,POINT (-91.869285 42.094155),06,Benton,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,86670,Jack Daniel's Tennessee Honey,12,750,13.54,20.31,2,40.62,1.50,0.40
S25898100214,05/28/2015,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,POINT (-93.697731 41.665172),77,Polk,1081600,WHISKEY LIQUEUR,260,Diageo Americas,66213,Piehole Pecan Pie,12,750,7.49,11.24,1,11.24,0.75,0.20
S20679900021,08/14/2014,4140,Fareway Stores #900 / Euclid,100 EUCLID AVE,DES MOINES,50313,POINT (-93.618724 41.627684),77,Polk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34433,Grey Goose Vodka,12,750,18.49,27.74,3,83.22,2.25,0.59
S27392800096,08/18/2015,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,POINT (-93.621824 41.705188),77,Polk,1031080,VODKA 80 PROOF,300,Mccormick Distilling Company,36904,Mccormick Vodka Pet,24,375,1.80,2.70,48,129.60,18.00,4.76
S05324900178,05/01/2012,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,POINT (-93.697731 41.665172),77,Polk,1062300,FLAVORED RUM,65,Jim Beam Brands,44410,Calico Jack Coconut,12,750,6.00,9.00,1,9.00,0.75,0.20
S14375500074,09/06/2013,2527,Hy-Vee Food Store #5 / Des Moines,1107 SE ARMY POST RD,DES MOINES,50315,POINT (-93.602372 41.526289),77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43126,Bacardi Superior Rum,12,750,7.53,11.30,12,135.60,9.00,2.38
S28667800004,10/26/2015,4552,Casey's General Store #2493 / Buffal,222 W FRONT ST,BUFFALO,52728,,82,Scott,1031080,VODKA 80 PROOF,259,Heaven Hill Brands,35416,Burnett's Vodka 80 Prf,12,750,4.18,6.60,12,79.20,9.00,2.38
S09063200022,11/19/2012,3735,C B Liquor,1202 A AVE EAST,OSKALOOSA,52577,POINT (-92.631487 41.296286),10,Buchanan,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41783,Uv Blue Raspberry Vodka Mini,6,500,4.88,7.32,6,43.92,3.00,0.79
S25144800007,04/20/2015,4098,Wal-Mart 1475 / Washington,2485 HWY 92,WASHINGTON,52353,POINT (-91.660194 41.296202),92,Washington,1062310,SPICED RUM,260,Diageo Americas,43338,Captain Morgan Spiced Rum,6,"1,750",18.00,27.00,6,162.00,10.50,2.77
S17891800037,03/14/2014,2548,Hy-Vee Food Store / Altoona,100 8TH STREET SW,ALTOONA,50009,POINT (-93.465301 41.644041),77,Polk,1022100,TEQUILA,421,"Sazerac Co., Inc.",89916,Tortilla Gold Tequila,12,750,6.27,9.40,12,112.80,9.00,2.38
S22363200048,11/13/2014,2248,Ingersoll Liquor and Beverage,3500 INGERSOLL AVE,DES MOINES,50312,POINT (-93.664182 41.586319),77,Polk,1011200,STRAIGHT BOURBON WHISKIES,421,"Sazerac Co., Inc.",16516,Ancient Age Bourbon,12,750,6.16,9.24,12,110.88,9.00,2.38
S15246600006,10/21/2013,2538,Hy-Vee Food Store #3 / Waterloo,1422 FLAMMANG DR,WATERLOO,50702,POINT (-92.327917 42.459938),07,Black Hawk,1011200,STRAIGHT BOURBON WHISKIES,125,"Cedar Ridge Vineyards,LLC",17206,Cedar Ridge Bourbon,6,750,17.60,26.40,6,158.40,4.50,1.19
S11600100121,04/11/2013,2637,Hy-Vee #5 / Davenport,2351 W LOCUST,DAVENPORT,52804,POINT (-90.611972 41.538207),82,Scott,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19064,Jim Beam,24,375,4.75,7.13,6,42.78,2.25,0.59
S05327000028,05/02/2012,4346,Roy's Foodland,105 PEARL ST,SHELLSBURG,52332,POINT (-91.869285 42.094155),06,Benton,1062310,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,"1,000",11.30,16.94,4,67.76,4.00,1.06
S08688000005,10/31/2012,4163,Fareway Stores #461 / Storm Lake,731 SENECA ST,STORM LAKE,50588,POINT (-95.196856 42.646379),11,Buena Vista,1031080,VODKA 80 PROOF,421,"Sazerac Co., Inc.",36978,Nikolai Vodka,6,"1,750",6.87,10.30,6,61.80,10.50,2.77
S17289600036,02/10/2014,4619,Smokin' Joe's #3 Tobacco and Liquor,1737 AVE H,FORT MADISON,52627,POINT (-91.32982400000002 40.63021),56,Lee,1032080,IMPORTED VODKA,115,"Constellation Wine Company, Inc.",34820,Svedka Vodka,12,750,8.25,12.38,2,24.76,1.50,0.40
S27650000064,09/01/2015,3621,"Jensen Liquors, Ltd.",615  2ND AVE,SHELDON,51201,POINT (-95.854899 43.184242),71,O'Brien,1031100,100 PROOF VODKA,434,Luxco-St Louis,36301,Hawkeye Vodka 80 Prf Mini,12,500,3.73,5.60,1,5.60,0.50,0.13
S19795900004,06/27/2014,3886,Wal-Mart 0646 / Anamosa,101  115 ST,ANAMOSA,52205,POINT (-91.26496500000002 42.101677),53,Jones,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41693,Uv Blue (raspberry) Vodka,12,750,6.25,9.49,12,113.88,9.00,2.38
S23549000117,01/16/2015,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,POINT (-91.701581 42.030129),57,Linn,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,389,REMY COINTREAU USA         .,65896,Metaxa Ouzo,12,750,10.50,15.75,3,47.25,2.25,0.59
S26458500291,06/29/2015,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,,77,Polk,1022100,TEQUILA,205,E AND J GALLO WINERY,87643,Familia Camarena Silver,12,750,10.00,15.00,3,45.00,2.25,0.59
S16146600047,12/09/2013,3629,Wal-Mart 1965 / Council Bluffs,3200 MANAWA DR,COUNCIL BLUFFS,51503,,78,Pottawattamie,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,15248,Windsor Canadian Pet,6,"1,750",8.92,13.38,6,80.28,10.50,2.77
S05640900033,05/23/2012,3911,"Burg Spirits, Llc.",813 1/2 HIGHLAND ST,WILLIAMSBURG,52361,,48,Iowa,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86888,Southern Comfort PET,6,"1,750",18.14,27.21,2,54.42,3.50,0.92
S28395500156,10/12/2015,2662,Hy-Vee Wine & Spirits / Muscatine,"522 MULBERRY, SUITE A",MUSCATINE,52761,POINT (-91.04437 41.426615),70,Muscatine,1031200,VODKA FLAVORED,259,Heaven Hill Brands,40331,Deep Eddy Sweet Tea,12,750,9.00,13.50,3,40.50,2.25,0.59
S24921600013,04/07/2015,2556,Hy-Vee Wine and Spirits / Esthervill,2608 E. CENTRAL AVENUE,ESTHERVILLE,51334,,32,Emmet,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26820,Jack Daniels Old #7 Black Lbl Flat,24,375,6.77,10.16,24,243.84,9.00,2.38
S28952900078,11/09/2015,4604,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,POINT (-93.035654 41.699173),50,Jasper,1031100,100 PROOF VODKA,300,Mccormick Distilling Company,36886,Mccormick Vodka,12,750,3.31,4.97,12,59.64,9.00,2.38
S29121800014,11/17/2015,2607,Hy-Vee Wine and Spirits / Shenandoah,520 SO FREMONT,SHENANDOAH,51601,POINT (-95.385111 40.761736),73,Page,1011100,BLENDED WHISKIES,300,Mccormick Distilling Company,24706,Mccormick Blend Whiskey,12,750,3.50,5.25,12,63.00,9.00,2.38
S28751700006,10/29/2015,4380,Kum & Go #254 / West Branch,620 S DOWNEY ST,WEST BRANCH,52358,POINT (-91.346676 41.668271),16,Cedar,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,"1,750",7.17,10.76,6,64.56,10.50,2.77
S11228000008,03/21/2013,4070,Grieder Beverage Depot,708  13TH ST,BELLE PLAINE,52208,POINT (-92.278 41.897054),06,Benton,1081315,CINNAMON SCHNAPPS,65,Jim Beam Brands,82610,Dekuyper Hot Damn!,12,"1,000",7.62,11.43,12,137.16,12.00,3.17
S03591600058,01/16/2012,3583,Mac's Liquor And Videos,220 EAST JEFFERSON,CORYDON,50060,POINT (-93.315977 40.757158),93,Wayne,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34007,Absolut Swedish Vodka 80 Prf,12,"1,000",14.89,22.34,2,44.68,2.00,0.53
S13130000106,07/02/2013,2651,Hy-Vee / Waverly,1311 4 STREET SW,WAVERLY,50677,POINT (-92.475403 42.712263),09,Bremer,1031080,VODKA 80 PROOF,461,Campari(skyy),37986,Skyy Vodka,12,750,10.01,15.01,2,30.02,1.50,0.40
S23264300046,12/30/2014,2665,Hy-Vee / Waukee,1005 E HICKMAN RD,WAUKEE,50263,POINT (-93.854477 41.615059),25,Dallas,1081200,CREAM LIQUEURS,260,Diageo Americas,74086,Godiva Liqueur,12,750,17.00,25.50,6,153.00,4.50,1.19
S11689200028,04/16/2013,3631,Audubon Food Pride,104 MARKET ST PO BOX 206,AUDUBON,50025,POINT (-94.93625 41.723057),05,Audubon,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,305,MHW Ltd,77573,Travis Hasse's Cow Pie,12,750,7.94,11.91,3,35.73,2.25,0.59
S11529800046,04/09/2013,2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,POINT (-90.705328 42.491862),31,Dubuque,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41694,Uv Blue (raspberry) Vodka,12,"1,000",7.50,11.25,36,405.00,36.00,9.51
S20950800014,08/29/2014,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,POINT (-91.035138 41.451349),70,Muscatine,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,"1,750",11.02,16.53,12,198.36,21.00,5.55
S04986400198,04/10/2012,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,POINT (-93.697731 41.665172),77,Polk,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),22156,Wild Turkey 101,12,750,12.49,18.74,2,37.48,1.50,0.40
S22103200055,10/30/2014,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,POINT (-91.960918 41.994458),57,Linn,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,"1,750",7.84,11.76,6,70.56,10.50,2.77
S24058300060,02/16/2015,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,POINT (-90.48065 41.529655),82,Scott,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,65066,Goldschlager Cinnamon Schnapps,12,750,13.00,19.50,12,234.00,9.00,2.38
S24176200002,02/23/2015,4547,Fareway Stores #902 / Hampton,309 CENTRAL AVE WEST,HAMPTON,50441,POINT (-93.211676 42.741748),35,Franklin,1041100,AMERICAN DRY GINS,434,Luxco-St Louis,31656,Paramount Gin,12,750,3.40,5.10,12,61.20,9.00,2.38
S14301700066,09/04/2013,2565,Hy-Vee Food Store / Spencer,819 N GRAND AVE,SPENCER,51301,POINT (-95.14506 43.145897),21,Clay,1011500,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.08,27.13,18,488.34,13.50,3.57
S19979100013,07/08/2014,3813,CGI Foods,104 NORTH FILLMORE,MOUNT AYR,50854,POINT (-94.238806 40.714826),80,Ringgold,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81196,Paramount Peppermint Schnapps Traveler,12,750,3.71,5.57,12,66.84,9.00,2.38
S10943300005,03/06/2013,4807,Williamsburg Foods,"103, W WALNUT ST",WILLIAMSBURG,52361,POINT (-92.007391 41.662819),48,Iowa,1041100,AMERICAN DRY GINS,297,Laird And Company,29998,Five O'clock Gin,6,"1,750",7.33,10.99,6,65.94,10.50,2.77
S17041000031,01/27/2014,3494,Sam's Club 6514 / Waterloo,210 EAST TOWER PARK DR,WATERLOO,50702,POINT (-92.353103 42.456374),07,Black Hawk,1081010,AMERICAN AMARETTO,434,Luxco-St Louis,76487,Paramount Amaretto,12,"1,000",4.05,6.08,24,145.92,24.00,6.34
S06596300058,07/16/2012,4344,Spirits / Grimes,109 EAST 1ST ST STE B,GRIMES,50111,POINT (-93.793827 41.68840000000001),77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43125,Bacardi Superior Rum Pet,12,750,7.53,11.30,3,33.90,2.25,0.59
S15884300086,11/22/2013,2584,Hy-Vee Food Store / Fort Madison,2606 AVENUE L,FORT MADISON,52627,POINT (-91.343544 40.626988),56,Lee,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43126,Bacardi Superior Rum,12,750,7.54,11.31,3,33.93,2.25,0.59
S06596900037,07/16/2012,2564,Hy-Vee Food Store #4 / Waterloo,4000 UNIVERSITY,WATERLOO,50701,POINT (-92.403843 42.505197),07,Black Hawk,1031200,VODKA FLAVORED,260,Diageo Americas,41076,Jeremiah Weed Sweet Tea Vodka,12,750,9.65,14.47,12,173.64,9.00,2.38
S12557200001,06/04/2013,4246,Fareway Stores #938 / Shenandoah,1007 S FREMONT ST,SHENANDOAH,51601,,73,Page,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,"1,750",10.45,15.67,150,"2,350.50",262.50,69.35
S18425000007,04/15/2014,3529,A To Z Liquor and Smoke Shop,114 S SECOND,CHEROKEE,51012,POINT (-95.55132 42.749013),18,Cherokee,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,"3,000",29.72,44.58,1,44.58,3.00,0.79
S04434800010,03/07/2012,3514,Karen's Spirits and Wine,328  2ND AVE S,FORT DODGE,50501,POINT (-94.192501 42.502311),94,Webster,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34029,Absolut Citron (lemon Vodka),12,"1,000",14.89,22.34,12,268.08,12.00,3.17
S31587700047,04/04/2016,4222,STATION MART LIQUOR AND TOBACCO,3594 LAFAYETTE ST,EVANSDALE,50707,,,,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,86698,Jack Daniel's Tennessee Fire,24,375,7.00,10.50,6,63.00,2.25,0.59
S26093700017,06/09/2015,4783,Casey's General Store #1684 / Emmets,"2406, MAIN ST",EMMETSBURG,50536,POINT (-94.68211 43.111911),74,Palo Alto,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41704,Uv Red (cherry) Vodka,12,750,6.25,9.50,6,57.00,4.50,1.19
S20909000010,08/27/2014,4134,Pleasantville Grocery,105 W MONROE ST,PLEASANTVILLE,50225,POINT (-93.269702 41.386718),63,Marion,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36304,Hawkeye Vodka,24,375,2.07,3.11,24,74.64,9.00,2.38
S12290100001,05/21/2013,4415,KUM & GO #513 / ACKLEY,420 SHERMAN ST,ACKLEY,50601,POINT (-93.056656 42.556727),42,Hardin,1062310,SPICED RUM,260,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,8.75,13.12,12,157.44,9.00,2.38
S11151000001,03/19/2013,4634,Kwik Shop #565 / Cedar Rapids,"4201, CENTER POINT RD NE",CEDAR RAPIDS,52402,POINT (-91.665659 42.021931),57,Linn,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,"3,000",29.72,44.58,2,89.16,6.00,1.59
S24571200012,03/17/2015,2672,Hy-Vee / Winterset,923 N  1ST ST,WINTERSET,50273,POINT (-94.013482 41.342665),61,Madison,1052010,IMPORTED GRAPE BRANDIES,65,Jim Beam Brands,47786,Courvoisier Vs Cognac,12,750,15.75,23.63,3,70.89,2.25,0.59
S07827500175,09/19/2012,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,POINT (-93.619455 42.022848),85,Story,1022100,TEQUILA,65,Jim Beam Brands,89796,Sauza Conmemorativo,12,750,14.17,21.25,2,42.50,1.50,0.40
S08506700016,10/23/2012,2555,Hy-Vee Food Store / Keokuk,3111 MAIN,KEOKUK,52632,POINT (-91.403752 40.41538),56,Lee,1041100,AMERICAN DRY GINS,434,Luxco-St Louis,30528,Hawkeye Gin,6,"1,750",7.00,10.50,6,63.00,10.50,2.77
S06654700072,07/18/2012,3818,Round Window Liquor,703 W PLEASANT ST,KNOXVILLE,50138,POINT (-93.10564100000002 41.320746),63,Marion,1081200,CREAM LIQUEURS,305,MHW Ltd,73050,Rumchata,6,750,12.50,18.75,1,18.75,0.75,0.20
S10667000005,02/18/2013,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,,85,Story,1081700,DISTILLED SPIRITS SPECIALTY,384,Piedmont Distillers,76038,Midnight Moon Cherry,6,750,10.42,15.63,12,187.56,9.00,2.38
S24443000090,03/10/2015,2665,Hy-Vee / Waukee,1005 E HICKMAN RD,WAUKEE,50263,POINT (-93.854477 41.615059),25,Dallas,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41783,Uv Blue Raspberry Vodka Mini,6,500,4.89,7.34,1,7.34,0.50,0.13
S12988200012,06/25/2013,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1022100,TEQUILA,434,Luxco-St Louis,87937,Juarez Tequila Silver,12,"1,000",6.67,10.00,12,120.00,12.00,3.17
S25155900001,04/20/2015,4684,Indy 66 #928 / Indianola,1201 N JEFFERSON,INDIANOLA,50125,,91,Warren,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,"1,750",11.96,17.94,6,107.64,10.50,2.77
S28181600003,09/29/2015,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,27410,Jim Beam Honey,12,750,10.49,15.74,1,15.74,0.75,0.20
S22307700066,11/12/2014,2594,Hy-Vee Food Store / Sioux City,4500 SERGEANT ROAD,SIOUX CITY,51106,POINT (-96.346969 42.447396),97,Woodbury,1022100,TEQUILA,395,Proximo,87408,Jose Cuervo Especial Silver,12,750,10.49,15.74,5,78.70,3.75,0.99
S25737500049,05/20/2015,2667,Hy-Vee Mainstreet,2611 PIERCE ST,SIOUX CITY,51104,POINT (-96.405172 42.517657),97,Woodbury,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65256,Jagermeister Liqueur,12,750,12.05,18.08,6,108.48,4.50,1.19
S08536900003,10/24/2012,3915,Sac City Food Pride,106  S 16 ST,SAC CITY,50583,POINT (-95.002637 42.422404),81,Sac,1031080,VODKA 80 PROOF,55,Sazerac North America,37938,Skol Vodka,6,"1,750",7.10,10.65,6,63.90,10.50,2.77
S10074000020,01/16/2013,2585,Hy-Vee Wine and Spirits / Algona,1516 HIGHWAY 169 NORTH,ALGONA,50511,POINT (-94.236003 43.081288),55,Kossuth,1051110,BLACKBERRY BRANDIES,434,Luxco-St Louis,55087,Paramount Blackberry Brandy,12,"1,000",6.52,9.79,12,117.48,12.00,3.17
S13527600025,07/23/2013,4093,Hiway 20 Liquors / Fort Dodge,1724  5TH AVE SOUTH,FORT DODGE,50501,POINT (-94.173816 42.501131),94,Webster,1012200,SCOTCH WHISKIES,55,Sazerac North America,8826,Lauder's Scotch,12,750,4.63,7.19,1,7.19,0.75,0.20
S14243700158,08/29/2013,2587,Hy-Vee Food Store / Johnston,5750 MERLE HAY ROAD,JOHNSTON,50131,POINT (-93.697731 41.665172),77,Polk,1081200,CREAM LIQUEURS,305,MHW Ltd,73052,Rumchata,12,375,7.41,11.12,3,33.36,1.12,0.30
S05009800038,04/11/2012,3916,Smokin' Joe's #5 Tobacco and Liquor,1115 ALBIA RD,OTTUMWA,52501,POINT (-92.437224 41.009342),90,Wapello,1052010,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48103,Hennessy Vs Cognac,48,200,5.00,7.50,1,7.50,0.20,0.05
S07545300010,09/05/2012,4193,Hartley Wine And Spirits,361  3RD ST NW,HARTLEY,51346,POINT (-95.482442 43.184882),71,O'Brien,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26824,Jack Daniels Old #7 Black Lbl Square,24,375,6.30,9.44,3,28.32,1.12,0.30
S15761900159,11/18/2013,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,POINT (-91.035138 41.451349),70,Muscatine,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10846,Canadian Club Small Batch Classic,12,750,13.12,19.68,2,39.36,1.50,0.40
